Year,short_name,long_name,age,nationality,club,overall,potential,eff_overall,player_positions,team_position,contract_valid_until
2018,David Silva,David Silva,31,Spain,Manchester City,87,87,87,"CAM, CM, LM",LCM,2019
2018,I. Gundogan,Ilkay Gundogan,26,Germany,Manchester City,85,87,86,"CM, CDM",SUB,2020
2018,V. Kompany,Vincent Kompany,31,Belgium,Manchester City,85,85,85,CB,RCB,2019
2018,Bernardo Silva,Bernardo Silva,22,Portugal,Manchester City,84,91,86,RM,SUB,2022
2018,Ederson,Ederson Moraes,23,Brazil,Manchester City,83,89,85,GK,GK,2022
2018,K. Walker,Kyle Walker,27,England,Manchester City,83,84,84,"RB, RWB",RWB,2022
2018,Y. Toure,Yaya Toure,34,Ivory Coast,Manchester City,83,83,83,"CM, CDM",SUB,2018
2018,N. Otamendi,Nicolas Otamendi,29,Argentina,Manchester City,83,83,83,CB,LCB,2020
2018,L. Sane,Leroy Sane,21,Germany,Manchester City,82,91,84,"LW, RW, LM",SUB,2021
2018,R. Sterling,Raheem Sterling,22,England,Manchester City,82,87,83,"RW, RM, LM",SUB,2020
2018,Fernandinho,Fernandinho,32,Brazil,Manchester City,82,82,82,"CDM, CM, RB",CM,2018
2018,C. Bravo,Claudio Bravo,34,Chile,Manchester City,82,82,82,GK,SUB,2020
2018,Gabriel Jesus,Gabriel Jesus,20,Brazil,Manchester City,81,92,84,ST,LS,2021
2018,J. Stones,John Stones,23,England,Manchester City,79,85,81,CB,CB,2022
2018,B. Mendy,Benjamin Mendy,22,France,Manchester City,78,86,80,"LB, LWB",SUB,2022
2018,E. Mangala,Eliaquim Mangala,26,France,Manchester City,78,81,79,CB,SUB,2019
2018,Danilo,Danilo,25,Brazil,Manchester City,78,81,79,"RB, LB, CB",LWB,2022
2018,F. Delph,Fabian Delph,27,England,Manchester City,77,78,78,CM,SUB,2020
2018,O. Zinchenko,Oleksandr Zinchenko,20,Ukraine,Manchester City,72,82,74,"CAM, RW, LW",SUB,2021
2018,Brahim Diaz,Brahim Diaz,17,Spain,Manchester City,66,85,70,"CAM, RW, ST, LW",SUB,2019
2018,P. Foden,Phil Foden,17,England,Manchester City,65,84,69,CAM,SUB,2020
2018,S. Facey,Shay Facey,22,England,Manchester City,64,71,66,"CB, RB",RES,2018
2018,S. Bytyqi,Sinan Bytyqi,22,Kosovo,Manchester City,64,71,66,"CAM, RW, LW",RES,2019
2018,T. Adarabioyo,Tosin Adarabioyo,19,England,Manchester City,63,83,67,CB,RES,2021
2018,A. Muric,Arijanet Muric,18,Switzerland,Manchester City,63,81,67,GK,RES,2020
2018,C. Humphreys-Grant,Cameron Humphreys-Grant,18,England,Manchester City,62,79,66,"CB, RB",RES,2018
2018,D. Faupala,David Faupala,20,France,Manchester City,62,74,65,ST,RES,2018
2018,W. Patching,William Patching,18,England,Manchester City,59,75,63,CM,RES,2019
2018,M. Wood,Marcus Wood,19,England,Manchester City,56,73,60,LB,RES,2018
2018,Erik Sarmiento,Erik Sarmiento,18,Spain,Manchester City,53,72,57,"LB, CM",RES,2018
2018,J. Latibeaudiere,Joel Latibeaudiere,17,England,Manchester City,47,73,53,CB,RES,2020
2018,De Gea,David De Gea,26,Spain,Manchester United,90,92,91,GK,GK,2019
2018,Z. Ibrahimovic,Zlatan Ibrahimovic,35,Sweden,Manchester United,88,88,88,ST,RES,2018
2018,P. Pogba,Paul Pogba,24,France,Manchester United,87,92,88,"CM, CDM",RDM,2021
2018,R. Lukaku,Romelu Lukaku,24,Belgium,Manchester United,86,90,87,ST,ST,2022
2018,H. Mkhitaryan,Henrikh Mkhitaryan,28,Armenia,Manchester United,85,85,85,"RM, RW, LM",CAM,2020
2018,E. Bailly,Eric Bailly,23,Ivory Coast,Manchester United,84,89,85,CB,RCB,2020
2018,J. Mata,Juan Mata,29,Spain,Manchester United,84,84,84,"CAM, RM",RM,2018
2018,Ander Herrera,Ander Herrera,27,Spain,Manchester United,84,84,84,"CM, CDM",SUB,2018
2018,A. Valencia,Antonio Valencia,31,Ecuador,Manchester United,83,83,83,RB,RB,2018
2018,N. Matic,Nemanja Matic,28,Serbia,Manchester United,83,83,83,"CDM, CM",LDM,2020
2018,A. Martial,Anthony Martial,21,France,Manchester United,82,90,84,"LM, ST",SUB,2019
2018,M. Rojo,Marcos Rojo,27,Argentina,Manchester United,82,83,83,"CB, LB",SUB,2019
2018,C. Smalling,Chris Smalling,27,England,Manchester United,81,82,82,CB,SUB,2019
2018,M. Rashford,Marcus Rashford,19,England,Manchester United,80,89,82,"ST, RM, LM",LM,2020
2018,M. Darmian,Matteo Darmian,27,Italy,Manchester United,80,81,81,"LB, RB",SUB,2019
2018,D. Blind,Daley Blind,27,Netherlands,Manchester United,80,81,81,"LB, CB",LB,2018
2018,M. Carrick,Michael Carrick,35,England,Manchester United,80,80,80,CDM,SUB,2018
2018,S. Romero,Sergio Romero,30,Argentina,Manchester United,80,80,80,GK,SUB,2021
2018,V. Lindelof,Victor Lindelof,22,Sweden,Manchester United,79,86,81,CB,SUB,2021
2018,L. Shaw,Luke Shaw,21,England,Manchester United,79,84,80,LB,SUB,2018
2018,P. Jones,Phil Jones,25,England,Manchester United,79,80,80,CB,LCB,2019
2018,M. Fellaini,Marouane Fellaini,29,Belgium,Manchester United,79,79,79,"CDM, CM",SUB,2018
2018,J. Lingard,Jesse Lingard,24,England,Manchester United,78,80,79,"RM, LW, LM, RW",SUB,2021
2018,A. Young,Ashley Young,31,England,Manchester United,75,75,75,"RB, LM, LB",SUB,2018
2018,A. Tuanzebe,Axel Tuanzebe,19,England,Manchester United,73,84,76,"CB, CDM",RES,2020
2018,Joel Pereira,Joel Pereira,21,Portugal,Manchester United,71,84,74,GK,RES,2021
2018,J. Wilson,James Wilson,21,England,Manchester United,69,76,71,ST,RES,2019
2018,J. Riley,Joe Riley,20,England,Manchester United,66,78,69,"RB, LB",RES,2020
2018,D. Mitchell,Demetri Mitchell,20,England,Manchester United,64,80,68,"LB, LM, ST",RES,2020
2018,A. Gomes,Angel Gomes,16,England,Manchester United,63,89,69,"CAM, LW, RW, CM",RES,2020
2018,C. Gribbin,Callum Gribbin,18,England,Manchester United,63,81,67,"CAM, LW, RW",RES,2019
2018,Z. Dearnley,Zachary Dearnley,18,England,Manchester United,63,80,67,"ST, LM, RM",RES,2020
2018,S. McTominay,Scott McTominay,20,Scotland,Manchester United,63,77,66,"CM, ST",RES,2020
2018,F. Lejeune,Florian Lejeune,26,France,Newcastle United,79,83,80,CB,RCB,2022
2018,J. Shelvey,Jonjo Shelvey,25,England,Newcastle United,77,82,78,"CM, CDM",RCM,2021
2018,H. Saivet,Henri Saivet,26,Senegal,Newcastle United,77,80,78,"CM, CAM, CDM",SUB,2020
2018,C. Mbemba,Chancel Mbemba,22,DR Congo,Newcastle United,76,82,78,CB,SUB,2020
2018,Manquillo,Javier Manquillo,23,Spain,Newcastle United,76,82,78,"RB, LB",RB,2020
2018,C. Clark,Ciaran Clark,27,Republic of Ireland,Newcastle United,76,77,77,CB,LCB,2021
2018,Jesus Gamez,Jesus Gamez,32,Spain,Newcastle United,76,76,76,"RB, LB",SUB,2018
2018,A. Mitrovic,Aleksandar Mitrovic,22,Serbia,Newcastle United,75,80,76,ST,SUB,2020
2018,C. Atsu,Christian Atsu,25,Ghana,Newcastle United,75,78,76,"RM, LM, CM",LM,2021
2018,D. Gayle,Dwight Gayle,26,England,Newcastle United,75,78,76,"ST, LM",SUB,2021
2018,Joselu,Joselu,27,Spain,Newcastle United,75,76,76,ST,ST,2020
2018,M. Ritchie,Matt Ritchie,27,Scotland,Newcastle United,75,75,75,RM,RM,2021
2018,Merino,Mikel Merino,21,Spain,Newcastle United,74,84,76,"CDM, CB, CM",SUB,2018
2018,Ayoze Perez,Ayoze Perez,23,Spain,Newcastle United,74,81,76,"CAM, ST, LM",CF,2021
2018,J. Lascelles,Jamaal Lascelles,23,England,Newcastle United,73,80,75,CB,SUB,2019
2018,D. Yedlin,DeAndre Yedlin,23,United States,Newcastle United,73,80,75,RB,SUB,2021
2018,J. Colback,Jack Colback,27,England,Newcastle United,73,75,74,"CDM, CM",RES,2020
2018,M. Diame,Mohamed Diame,30,Senegal,Newcastle United,73,73,73,"CAM, CM",SUB,2019
2018,R. Aarons,Rolando Aarons,21,England,Newcastle United,72,79,74,LM,SUB,2021
2018,I. Hayden,Isaac Hayden,22,England,Newcastle United,71,79,73,CDM,LCM,2021
2018,P. Dummett,Paul Dummett,25,Wales,Newcastle United,71,75,72,"LB, CB",LB,2019
2018,R. Elliot,Rob Elliot,31,Republic of Ireland,Newcastle United,71,71,71,GK,GK,2020
2018,J. Murphy,Jacob Murphy,22,England,Newcastle United,70,79,72,RM,SUB,2021
2018,M. Haidara,Massadio Haidara,24,France,Newcastle United,70,75,71,LB,RES,2018
2018,K. Darlow,Karl Darlow,26,England,Newcastle United,70,74,71,GK,SUB,2019
2018,C. Good,Curtis Good,24,Australia,Newcastle United,64,71,66,"CB, LB",RES,2018
2018,F. Woodman,Freddie Woodman,20,England,Newcastle United,62,78,66,GK,RES,2020
2018,M. Gillesphey,Macaulay Gillesphey,21,England,Newcastle United,62,72,64,"CB, LB",RES,2018
2018,J. Sterry,Jamie Sterry,21,England,Newcastle United,62,71,64,"RB, RWB",RES,2019
2018,D. Barlaser,Daniel Barlaser,20,Turkey,Newcastle United,61,75,64,"RM, CAM",RES,2020
2018,L. Gibson,Liam Gibson,20,England,Newcastle United,61,74,64,LB,RES,2018
2018,L. Smith,Liam Smith,21,England,Newcastle United,61,69,63,CM,RES,2018
2018,Y. Ben El-Mhanni,Yasin Ben El-Mhanni,21,England,Newcastle United,56,65,58,LM,RES,2018
2018,V. van Dijk,Virgil van Dijk,25,Netherlands,Southampton,83,86,84,CB,RCB,2022
2018,R. Bertrand,Ryan Bertrand,27,England,Southampton,80,80,80,LB,LB,2021
2018,D. Tadic,Dusan Tadic,28,Serbia,Southampton,80,80,80,"CAM, LM, RM",RM,2020
2018,S. Boufal,Sofiane Boufal,23,Morocco,Southampton,79,84,80,"LW, RW, CAM",SUB,2021
2018,M. Gabbiadini,Manolo Gabbiadini,25,Italy,Southampton,79,83,80,ST,ST,2021
2018,Cedric,Cedric Soares,25,Portugal,Southampton,79,82,80,RB,RB,2020
2018,Oriol Romeu,Oriol Romeu,25,Spain,Southampton,79,81,80,"CDM, CM",LDM,2021
2018,J. Ward-Prowse,James Ward-Prowse,22,England,Southampton,78,86,80,"CM, RM, CAM",SUB,2022
2018,C. Austin,Charlie Austin,27,England,Southampton,78,78,78,ST,SUB,2020
2018,N. Redmond,Nathan Redmond,23,England,Southampton,77,85,79,"LM, RM, ST",LM,2021
2018,M. Lemina,Mario Lemina,23,Gabon,Southampton,77,83,79,"CM, CDM",RDM,2022
2018,W. Hoedt,Wesley Hoedt,23,Netherlands,Southampton,77,83,79,CB,SUB,2022
2018,F. Forster,Fraser Forster,29,England,Southampton,77,78,78,GK,GK,2022
2018,S. Davis,Steven Davis,32,Northern Ireland,Southampton,77,77,77,"CM, CAM, CDM",CAM,2019
2018,S. Long,Shane Long,30,Republic of Ireland,Southampton,76,76,76,ST,SUB,2020
2018,P. Hojbjerg,Pierre-Emile Hojbjerg,21,Denmark,Southampton,75,81,77,"CM, CDM",SUB,2021
2018,A. McCarthy,Alex McCarthy,27,England,Southampton,75,77,76,GK,RES,2019
2018,M. Yoshida,Maya Yoshida,28,Japan,Southampton,75,75,75,CB,LCB,2020
2018,J. Pied,Jeremy Pied,28,France,Southampton,73,73,73,"RB, RM, LB",SUB,2018
2018,J. Stephens,Jack Stephens,23,England,Southampton,71,79,73,CB,SUB,2022
2018,F. Gardos,Florin Gardos,28,Romania,Southampton,70,70,70,CB,RES,2018
2018,M. Targett,Matt Targett,21,England,Southampton,69,80,72,LB,SUB,2022
2018,J. Bednarek,Jan Bednarek,21,Poland,Southampton,68,80,71,CB,SUB,2022
2018,J. Sims,Joshua Sims,20,England,Southampton,67,81,70,LM,SUB,2020
2018,S. McQueen,Sam McQueen,22,England,Southampton,67,75,69,"LB, LM",RES,2021
2018,S. Taylor,Stuart Taylor,36,England,Southampton,66,66,66,GK,SUB,2018
2018,J. Hesketh,Jake Hesketh,21,England,Southampton,64,78,67,CAM,RES,2021
2018,J. Flannigan,Jake Flannigan,21,England,Southampton,62,74,65,"CM, RB",RES,2018
2018,A. Jones,Alfie Jones,19,England,Southampton,60,75,63,CB,RES,2019
2018,T. Johnson,Tyreke Johnson,18,England,Southampton,59,75,63,RM,RES,2018
2018,Y. Valery,Yan Valery,18,France,Southampton,59,70,62,RB,RES,2018
2018,M. Barnes,Marcus Barnes,20,England,Southampton,58,71,61,ST,RES,2020
2018,W. Wood,Will Wood,20,England,Southampton,58,71,61,LB,RES,2018
2018,X. Shaqiri,Xherdan Shaqiri,25,Switzerland,Stoke City,82,85,83,"RM, RW",RW,2020
2018,J. Butland,Jack Butland,24,England,Stoke City,81,87,83,GK,GK,2021
2018,K. Zouma,Kurt Zouma,22,France,Stoke City,79,86,81,"CB, RB",RCB,2018
2018,B. Martins Indi,Bruno Martins Indi,25,Netherlands,Stoke City,79,82,80,CB,SUB,2022
2018,R. Shawcross,Ryan Shawcross,29,England,Stoke City,79,79,79,CB,CB,2021
2018,K. Wimmer,Kevin Wimmer,24,Austria,Stoke City,78,83,79,CB,LCB,2022
2018,I. Afellay,Ibrahim Afellay,31,Netherlands,Stoke City,78,78,78,"CAM, CM, LM, CDM",SUB,2019
2018,Jese,Jese Rodriguez,24,Spain,Stoke City,77,81,78,"LM, ST",ST,2018
2018,J. Allen,Joe Allen,27,Wales,Stoke City,77,78,78,"CM, CAM",LCM,2021
2018,E. Choupo-Moting,Eric Choupo-Moting,28,Cameroon,Stoke City,77,77,77,"LM, ST",LW,2020
2018,M. Diouf,Mame Diouf,29,Senegal,Stoke City,77,77,77,"ST, RM, RWB",RWB,2020
2018,S. Berahino,Saido Berahino,23,England,Stoke City,76,82,78,ST,SUB,2022
2018,D. Fletcher,Darren Fletcher,33,Scotland,Stoke City,76,76,76,"CM, CDM",RCM,2019
2018,G. Cameron,Geoff Cameron,31,United States,Stoke City,76,76,76,"CDM, CB, RB, RWB",SUB,2020
2018,G. Johnson,Glen Johnson,32,England,Stoke City,75,75,75,RB,SUB,2018
2018,E. Pieters,Erik Pieters,28,Netherlands,Stoke City,75,75,75,"LB, LWB",LWB,2020
2018,R. Sobhi,Ramadan Sobhi,20,Egypt,Stoke City,74,85,77,"LM, RM",SUB,2022
2018,P. Crouch,Peter Crouch,36,England,Stoke City,74,74,74,ST,SUB,2018
2018,C. Adam,Charlie Adam,31,Scotland,Stoke City,74,74,74,"CM, CDM, CAM",SUB,2019
2018,L. Grant,Lee Grant,34,England,Stoke City,73,73,73,GK,SUB,2019
2018,S. Ireland,Stephen Ireland,30,Republic of Ireland,Stoke City,72,72,72,"CAM, CM",RES,2017
2018,J. Haugaard,Jakob Haugaard,25,Denmark,Stoke City,64,70,66,GK,RES,2018
2018,R. Hill,Ryan Hill,19,England,Stoke City,62,75,65,CM,RES,2019
2018,T. Edwards,Thomas Edwards,18,England,Stoke City,61,80,65,RB,RES,2019
2018,D. Jarvis,Daniel Jarvis,19,England,Stoke City,61,78,65,CM,RES,2020
2018,J. Ngoy,Julien Ngoy,19,Belgium,Stoke City,61,74,64,ST,SUB,2018
2018,T. Verlinden,Thibaud Verlinden,17,Belgium,Stoke City,60,78,64,RM,SUB,2022
2018,J. Tymon,Josh Tymon,18,England,Stoke City,60,77,64,LB,SUB,2022
2018,D. Gyollai,Daniel Gyollai,20,Hungary,Stoke City,60,76,64,GK,RES,2022
2018,O. Shenton,Ollie Shenton,19,England,Stoke City,60,72,63,CM,RES,2020
2018,E. Lecygne,Eddy Lecygne,20,France,Stoke City,60,70,62,CM,RES,2022
2018,H. Souttar,Harry Souttar,18,Scotland,Stoke City,59,76,63,CB,RES,2019
2018,M. Waddington,Mark Waddington,20,England,Stoke City,54,61,56,CM,RES,2018
2018,Roque Mesa,Roque Mesa,28,Spain,Swansea City,82,82,82,"CDM, CM",CDM,2021
2018,L. Fabianski,Lukasz Fabianski,32,Poland,Swansea City,80,80,80,GK,GK,2019
2018,W. Bony,Wilfried Bony,28,Ivory Coast,Swansea City,79,79,79,ST,RS,2019
2018,F. Fernandez,Federico Fernandez,28,Argentina,Swansea City,79,79,79,CB,RCB,2020
2018,Ki Sung Yueng,Ki Sung Yueng,28,Korea Republic,Swansea City,78,78,78,"CM, CDM",SUB,2018
2018,L. Fer,Leroy Fer,27,Netherlands,Swansea City,77,78,78,"CM, CAM, CDM",CAM,2019
2018,L. Britton,Leon Britton,34,England,Swansea City,77,77,77,"CDM, CM",SUB,2018
2018,Renato Sanches,Renato Sanches,19,Portugal,Swansea City,76,86,78,CM,RCM,2018
2018,J. Ayew,Jordan Ayew,25,Ghana,Swansea City,76,79,77,"ST, LM, RM",LS,2020
2018,W. Routledge,Wayne Routledge,32,England,Swansea City,75,75,75,"RM, RW, LM",SUB,2019
2018,N. Dyer,Nathan Dyer,29,England,Swansea City,75,75,75,"RM, RW",RES,2020
2018,M. Olsson,Martin Olsson,29,Sweden,Swansea City,75,75,75,LB,LB,2019
2018,K. Naughton,Kyle Naughton,28,England,Swansea City,75,75,75,RB,RB,2020
2018,L. Narsingh,Luciano Narsingh,26,Netherlands,Swansea City,75,75,75,"RW, LW",SUB,2019
2018,Àngel Rangel,Angel Rangel,34,Spain,Swansea City,74,74,74,RB,SUB,2018
2018,T. Abraham,Tammy Abraham,19,England,Swansea City,73,86,76,ST,SUB,2018
2018,A. Mawson,Alfie Mawson,23,England,Swansea City,73,84,76,CB,LCB,2020
2018,T. Carroll,Tom Carroll,25,England,Swansea City,73,78,74,"CM, CDM",LCM,2020
2018,M. van der Hoorn,Mike van der Hoorn,24,Netherlands,Swansea City,73,77,74,CB,SUB,2019
2018,K. Bartley,Kyle Bartley,26,England,Swansea City,73,75,74,CB,SUB,2021
2018,K. Nordfeldt,Kristoffer Nordfeldt,28,Sweden,Swansea City,73,75,74,GK,SUB,2020
2018,S. Clucas,Sam Clucas,26,England,Swansea City,72,74,73,"CM, LM, CDM",SUB,2021
2018,E. Mulder,Erwin Mulder,28,Netherlands,Swansea City,72,73,73,GK,SUB,2020
2018,J. Fulton,Jay Fulton,23,Scotland,Swansea City,70,81,73,"CDM, CM",RES,2018
2018,K. Gorre,Kenji Gorre,22,Curacao,Swansea City,64,72,66,"LM, CAM, LW",RES,2018
2018,O. McBurnie,Oliver McBurnie,21,Scotland,Swansea City,63,77,66,ST,RES,2019
2018,G. Zabret,Gregor Zabret,21,Slovenia,Swansea City,62,74,65,GK,RES,2018
2018,J. Sheehan,Josh Sheehan,22,Wales,Swansea City,62,73,65,"CM, CAM",RES,2018
2018,C. Harries,Cian Harries,20,Wales,Swansea City,61,77,65,"CB, LB",RES,2020
2018,T. Reid,Tyler Reid,19,England,Swansea City,59,76,63,RB,SUB,2019
2018,A. King,Adam King,21,Scotland,Swansea City,59,71,62,CM,RES,2019
2018,J. Rodon,Joe Rodon,19,Wales,Swansea City,58,75,62,CB,RES,2019
2018,R. Blair,Ryan Blair,21,Scotland,Swansea City,58,69,61,CM,RES,2019
2018,H. Lloris,Hugo Lloris,30,France,Tottenham Hotspur,88,88,88,GK,GK,2022
2018,C. Eriksen,Christian Eriksen,25,Denmark,Tottenham Hotspur,87,91,88,"CAM, RM, LM",RM,2020
2018,H. Kane,Harry Kane,23,England,Tottenham Hotspur,86,90,87,ST,ST,2022
2018,T. Alderweireld,Toby Alderweireld,28,Belgium,Tottenham Hotspur,86,87,87,CB,RCB,2020
2018,J. Vertonghen,Jan Vertonghen,30,Belgium,Tottenham Hotspur,85,85,85,CB,LCB,2019
2018,D. Alli,Dele Alli,21,England,Tottenham Hotspur,84,90,86,"CAM, CF, LM",CAM,2022
2018,M. Dembele,Moussa Dembele,29,Belgium,Tottenham Hotspur,83,83,83,"CM, CDM",LDM,2019
2018,E. Dier,Eric Dier,23,England,Tottenham Hotspur,82,87,83,"CB, CDM",RDM,2021
2018,V. Wanyama,Victor Wanyama,26,Kenya,Tottenham Hotspur,82,85,83,"CDM, CM",SUB,2021
2018,H. Son,Son Heung-Min,24,Korea Republic,Tottenham Hotspur,82,85,83,"LM, RM, ST",LM,2020
2018,D. Rose,Danny Rose,26,England,Tottenham Hotspur,82,83,83,"LB, LWB",SUB,2021
2018,D. Sanchez,Davinson Sanchez,21,Colombia,Tottenham Hotspur,81,88,83,CB,SUB,2023
2018,S. Aurier,Serge Aurier,24,Ivory Coast,Tottenham Hotspur,81,85,82,RB,RB,2022
2018,E. Lamela,Erik Lamela,25,Argentina,Tottenham Hotspur,80,83,81,"RM, LM",SUB,2018
2018,M. Vorm,Michel Vorm,33,Netherlands,Tottenham Hotspur,79,79,79,GK,SUB,2018
2018,B. Davies,Ben Davies,24,Wales,Tottenham Hotspur,78,82,79,"LB, CB, LWB",LB,2021
2018,K. Trippier,Kieran Trippier,26,England,Tottenham Hotspur,78,81,79,"RB, RWB",SUB,2022
2018,Llorente,Fernando Llorente,32,Spain,Tottenham Hotspur,78,78,78,ST,SUB,2019
2018,G. Nkoudou,Georges Nkoudou,22,France,Tottenham Hotspur,77,83,79,"LM, RM",SUB,2021
2018,M. Sissoko,Moussa Sissoko,27,France,Tottenham Hotspur,77,77,77,"RM, CAM",SUB,2021
2018,H. Winks,Harry Winks,21,England,Tottenham Hotspur,72,84,75,"CM, CDM, CAM",SUB,2022
2018,P. Gazzaniga,Paulo Gazzaniga,25,Argentina,Tottenham Hotspur,70,75,71,GK,SUB,2022
2018,J. Foyth,Juan Foyth,19,Argentina,Tottenham Hotspur,68,86,72,CB,SUB,2022
2018,M. Edwards,Marcus Edwards,18,England,Tottenham Hotspur,65,87,70,"RM, CAM",RES,2020
2018,K. Walker-Peters,Kyle Walker-Peters,20,England,Tottenham Hotspur,65,80,68,"RB, LB",RES,2020
2018,S. Harrison,Shayon Harrison,19,England,Tottenham Hotspur,60,76,64,ST,RES,2018
2018,L. Amos,Luke Amos,20,England,Tottenham Hotspur,60,72,63,"CDM, CB, CM, LB",RES,2018
2018,A. Georgiou,Anthony Georgiou,20,Cyprus,Tottenham Hotspur,58,74,62,"LM, LB",RES,2018
2018,C. Maghoma,Christian Maghoma,19,DR Congo,Tottenham Hotspur,58,71,61,CB,RES,2018
2018,B. Austin,Brandon Austin,18,England,Tottenham Hotspur,57,77,61,GK,RES,2018
2018,K. Sterling,Kazaiah Sterling,18,England,Tottenham Hotspur,53,73,57,ST,RES,2019
2018,A. Whiteman,Alfie Whiteman,18,England,Tottenham Hotspur,52,75,57,GK,RES,2018
2018,S. Shashoua,Samuel Shashoua,18,England,Tottenham Hotspur,52,70,56,"RM, LM",RES,2020
2018,O. Karnezis,Orestis Karnezis,31,Greece,Watford,82,82,82,GK,SUB,2018
2018,R. Pereyra,Roberto Pereyra,26,Argentina,Watford,80,83,81,"CM, CAM",SUB,2021
2018,Gomes,Heurelho Gomes,36,Brazil,Watford,80,80,80,GK,GK,2019
2018,S. Prodl,Sebastian Prodl,30,Austria,Watford,79,79,79,CB,SUB,2020
2018,A. Doucoure,Abdoulaye Doucoure,24,France,Watford,78,84,80,"CDM, CAM, CM",RDM,2020
2018,J. Holebas,Jose Holebas,33,Greece,Watford,78,78,78,"LB, LWB",LB,2018
2018,T. Deeney,Troy Deeney,29,England,Watford,78,78,78,ST,SUB,2021
2018,A. Gray,Andre Gray,26,England,Watford,77,80,78,ST,ST,2022
2018,A. Carrillo,Andre Carrillo,26,Peru,Watford,77,78,78,"RM, LM",RM,2018
2018,M. Zarate,Mauro Zarate,30,Argentina,Watford,77,77,77,"ST, CF, CAM, LM",RES,2019
2018,S. Okaka,Stefano Okaka,27,Italy,Watford,77,77,77,ST,SUB,2021
2018,D. Janmaat,Daryl Janmaat,27,Netherlands,Watford,77,77,77,"RB, RWB",RB,2020
2018,E. Capoue,Etienne Capoue,28,France,Watford,76,76,76,"CM, CDM",SUB,2019
2018,T. Cleverley,Tom Cleverley,27,England,Watford,76,76,76,"CM, CAM, CDM",CAM,2022
2018,N. Chalobah,Nathaniel Chalobah,22,England,Watford,75,84,77,"CDM, CM",LDM,2022
2018,W. Hughes,Will Hughes,22,England,Watford,75,84,77,CM,SUB,2022
2018,Kiko Femenia,Kiko Femenia,26,Spain,Watford,75,78,76,"RB, RM",SUB,2021
2018,C. Kabasele,Christian Kabasele,26,Belgium,Watford,75,77,76,CB,SUB,2021
2018,Y. Kaboul,Younes Kaboul,31,France,Watford,75,75,75,CB,RCB,2019
2018,M. Britos,Miguel Britos,31,Uruguay,Watford,75,75,75,CB,LCB,2018
2018,M. Zeegelaar,Marvin Zeegelaar,26,Netherlands,Watford,75,75,75,"LB, LM",SUB,2021
2018,M. Wague,Molla Wague,26,Mali,Watford,74,77,75,CB,SUB,2018
2018,B. Dja Djedje,Brice Dja Djedje,26,Ivory Coast,Watford,74,76,75,RB,RES,2020
2018,B. Watson,Ben Watson,31,England,Watford,74,74,74,"CDM, CM",RES,2018
2018,Richarlison,Richarlison,20,Brazil,Watford,73,85,76,"LM, CF, RM, CAM",LM,2022
2018,I. Success,Isaac Success,21,Nigeria,Watford,73,83,75,"LM, RM, ST",RES,2021
2018,C. Cathcart,Craig Cathcart,28,Northern Ireland,Watford,73,73,73,"CB, RB",RES,2021
2018,A. Mariappa,Adrian Mariappa,30,Jamaica,Watford,72,72,72,"RB, CB",RES,2019
2018,T. Hoban,Tommie Hoban,23,Republic of Ireland,Watford,69,75,71,"CB, LB",RES,2019
2018,B. Mason,Brandon Mason,19,England,Watford,66,80,69,LB,RES,2020
2018,D. Bachmann,Daniel Bachmann,22,Austria,Watford,62,72,64,GK,RES,2020
2018,J. Sinclair,Jerome Sinclair,20,England,Watford,61,72,64,ST,SUB,2020
2018,M. Folivi,Michael Folivi,19,England,Watford,60,77,64,ST,RES,2018
2018,G. Krychowiak,Grzegorz Krychowiak,27,Poland,West Bromwich Albion,81,83,82,CDM,RCM,2018
2018,B. Foster,Ben Foster,34,England,West Bromwich Albion,80,80,80,GK,GK,2019
2018,S. Rondon,Salomon Rondon,27,Venezuela,West Bromwich Albion,80,80,80,ST,ST,2019
2018,G. Barry,Gareth Barry,36,England,West Bromwich Albion,79,79,79,CDM,CDM,2018
2018,J. Evans,Jonny Evans,29,Northern Ireland,West Bromwich Albion,79,79,79,"CB, LB",RCB,2019
2018,C. Yacob,Claudio Yacob,29,Argentina,West Bromwich Albion,79,79,79,"CDM, CM",SUB,2018
2018,K. Gibbs,Kieran Gibbs,27,England,West Bromwich Albion,78,78,78,LB,LB,2021
2018,N. Chadli,Nacer Chadli,27,Belgium,West Bromwich Albion,78,78,78,"RM, LM, CAM",SUB,2020
2018,M. Phillips,Matt Phillips,26,Scotland,West Bromwich Albion,77,78,78,"RM, LM",RM,2020
2018,G. McAuley,Gareth McAuley,37,Northern Ireland,West Bromwich Albion,77,77,77,CB,SUB,2018
2018,A. Nyom,Allan Nyom,29,Cameroon,West Bromwich Albion,77,77,77,"LB, RB",RB,2020
2018,J. Morrison,James Morrison,31,Scotland,West Bromwich Albion,76,76,76,"CAM, CM",SUB,2018
2018,J. Rodriguez,Jay Rodriguez,27,England,West Bromwich Albion,76,76,76,"LM, ST",LM,2021
2018,J. Livermore,Jake Livermore,27,England,West Bromwich Albion,75,76,76,"CM, CDM, CB",LCM,2021
2018,C. Dawson,Craig Dawson,27,England,West Bromwich Albion,75,76,76,"RB, CB",SUB,2020
2018,C. Brunt,Chris Brunt,32,Northern Ireland,West Bromwich Albion,75,75,75,"RM, LB",SUB,2018
